year,month,habitat,module,plot,trt,spp,percov,comments
2009,JUN,veg,11,11X,X,ZIZAQU,90,
2009,JUN,veg,11,11X,X,PONCOR,12,
2009,JUN,veg,11,11X,X,BIDSPP,2,
2009,JUN,veg,11,11X,X,DET,1,
2009,JUN,veg,11,11X,X,BARE,3,
2009,JUN,veg,12,12C,C,PONCOR,70,
2009,JUN,veg,12,12C,C,NUPADV,3,changed from NUPLUT to NUPADV based on Flora of VA
2009,JUN,veg,12,12C,C,ZIZAQU,30,
2009,JUN,veg,12,12C,C,BIDFRO,1,
2009,JUN,veg,12,12C,C,BIDSPP,3,
2009,JUN,veg,12,12C,C,DET,2,
2009,JUN,veg,12,12C,C,BARE,15,
2009,JUN,veg,12,12X,X,ZIZAQU,45,
2009,JUN,veg,12,12X,X,PONCOR,10,
2009,JUN,veg,12,12X,X,BIDSPP,1,
2009,JUN,veg,12,12X,X,DET,4,
2009,JUN,veg,12,12X,X,BARE,40,
2009,AUG,veg,1,1C,C,BARE,100,
2009,AUG,veg,1,1C,C,DET,0.1,
2009,AUG,veg,1,1X,X,DET,30,
2009,AUG,veg,1,1X,X,ZIZAQU,100,includes 25 % dead ck 6sep16
2009,AUG,veg,1,1X,X,TYPLAT,4,
2009,AUG,veg,1,1X,X,BIDLAE,0.5,
2009,AUG,veg,1,1X,X,TRASH,2,
2009,AUG,veg,2,2C,C,BARE,98,
2009,AUG,veg,2,2C,C,DET,2,
2009,AUG,veg,2,2C,C,PELVIR,1,
2009,AUG,veg,2,2X,X,DET,30,
2009,AUG,veg,2,2X,X,ZIZAQU,100,includes 55 % dead ck 6sep16
2009,AUG,veg,2,2X,X,TRASH,0.5,
2009,AUG,veg,3,3C,C,DET,50,
2009,AUG,veg,3,3C,C,ZIZAQU,95,includes 45 % dead ck 6sep16
2009,AUG,veg,3,3C,C,BIDLAE,4,
2009,AUG,veg,3,3X,X,DET,25,
2009,AUG,veg,3,3X,X,ZIZAQU,100,includes 20 % dead ck 6sep16
2009,AUG,veg,4,4C,C,BARE,95,
2009,AUG,veg,4,4C,C,DET,4,
2009,AUG,veg,4,4C,C,ZIZAQU,0.2,includes 0.1 % dead ck 6sep16
2009,AUG,veg,4,4C,C,TRASH,1,
2009,AUG,veg,4,4X,X,DET,45,
2009,AUG,veg,4,4X,X,ZIZAQU,100,includes 25 % dead ck 6sep16
2009,AUG,veg,4,4X,X,TRASH,5,
2009,AUG,veg,4,4X,X,BIDLAE,7,
2009,AUG,veg,4,4X,X,PELVIR,0.1,
2009,AUG,veg,4,4X,X,SAGLAT,1,
2009,AUG,veg,7,7C,C,BARE,25,
2009,AUG,veg,7,7C,C,DET,1,
2009,AUG,veg,7,7C,C,ZIZAQU,3,includes 0.5 % dead ck 6sep16
2009,AUG,veg,7,7C,C,PELVIR,80,includes 4 % dead ck 6sep16
2009,AUG,veg,7,7C,C,TRASH,2,
2009,AUG,veg,7,7X,X,BARE,5,
2009,AUG,veg,7,7X,X,DET,15,
2009,AUG,veg,7,7X,X,ZIZAQU,90,includes 45 % dead ck 6sep16
2009,AUG,veg,7,7X,X,PELVIR,15,
2009,AUG,veg,8,8C,C,BARE,50,
2009,AUG,veg,8,8C,C,DET,2,
2009,AUG,veg,8,8C,C,PELVIR,50,includes 2 % dead ck 6sep16
2009,AUG,veg,8,8X,X,BARE,20,
2009,AUG,veg,8,8X,X,DET,2,
2009,AUG,veg,8,8X,X,ZIZAQU,25,includes 15 % dead ck 6sep16
2009,AUG,veg,8,8X,X,PELVIR,55,includes 4 % dead ck 6sep16
2009,AUG,veg,11,11C,C,BARE,100,
2009,AUG,veg,11,11C,C,DET,0.1,
2009,AUG,veg,11,11X,X,BARE,5,
2009,AUG,veg,11,11X,X,DET,25,
2009,AUG,veg,11,11X,X,ZIZAQU,95,includes 40 % dead ck 6sep16
2009,AUG,veg,12,12C,C,BARE,9,
2009,AUG,veg,12,12C,C,DET,8,
2009,AUG,veg,12,12C,C,ZIZAQU,6,includes 0.5 % dead ck 6sep16
2009,AUG,veg,12,12C,C,PONCOR,85,includes 15 % dead ck 6sep16
2009,AUG,veg,12,12C,C,TRASH,9,
2009,AUG,veg,12,12X,X,BARE,5,
2009,AUG,veg,12,12X,X,DET,20,
2009,AUG,veg,12,12X,X,ZIZAQU,95,includes 20 % dead ck 6sep16
2010,JUN,veg,1,1C,C,BARE,90,
2010,JUN,veg,1,1C,C,DET,10,
2010,JUN,veg,1,1C,C,ZIZAQU,0.1,
2010,JUN,veg,1,1X,X,BARE,30,
2010,JUN,veg,1,1X,X,DET,4,
2010,JUN,veg,1,1X,X,TRASH,0.5,
2010,JUN,veg,1,1X,X,BIDFRO,0.1,
2010,JUN,veg,1,1X,X,BIDCON,0.1,
2010,JUN,veg,1,1X,X,PERPUN,1,changed from POLSP/RUMEX to POLPUN based on AUG10 data ck 23feb11
2010,JUN,veg,1,1X,X,PELVIR,3,
2010,JUN,veg,1,1X,X,ZIZAQU,5,
2010,JUN,veg,1,1X,X,TYPLAT,60,
2010,JUN,veg,2,2C,C,BARE,99,
2010,JUN,veg,2,2C,C,DET,1,
2010,JUN,veg,2,2C,C,TRASH,0.5,
2010,JUN,veg,2,2C,C,ZIZAQU,0.1,
2010,JUN,veg,2,2X,X,BARE,90,
2010,JUN,veg,2,2X,X,DET,2,
2010,JUN,veg,2,2X,X,PELVIR,1,
2010,JUN,veg,2,2X,X,ZIZAQU,5,
2010,JUN,veg,3,3C,C,BARE,95,
2010,JUN,veg,3,3C,C,DET,3,
2010,JUN,veg,3,3C,C,TRASH,0.1,
2010,JUN,veg,3,3C,C,ZIZAQU,2,
2010,JUN,veg,3,3X,X,BARE,15,
2010,JUN,veg,3,3X,X,DET,2,
2010,JUN,veg,3,3X,X,ZIZAQU,85,
2010,JUN,veg,4,4C,C,BARE,95,
2010,JUN,veg,4,4C,C,DET,4,
2010,JUN,veg,4,4C,C,TRASH,3,
2010,JUN,veg,4,4C,C,PERSPP,0.5,
2010,JUN,veg,4,4C,C,PELVIR,0.1,
2010,JUN,veg,4,4C,C,ZIZAQU,0.1,
2010,JUN,veg,4,4X,X,BARE,50,
2010,JUN,veg,4,4X,X,DET,3,
2010,JUN,veg,4,4X,X,TRASH,0.1,
2010,JUN,veg,4,4X,X,PONCOR,0.5,
2010,JUN,veg,4,4X,X,PELVIR,2,
2010,JUN,veg,4,4X,X,SAGLAT,0.1,
2010,JUN,veg,4,4X,X,MURKEI,1,
2010,JUN,veg,4,4X,X,BIDCON,2,
2010,JUN,veg,4,4X,X,ZIZAQU,40,
2010,JUN,veg,7,7C,C,BIDLAE,2,changed from BIDCON to BIDLAE based on AUG10 data ck 23feb11
2010,JUN,veg,7,7C,C,PELVIR,85,
2010,JUN,veg,7,7C,C,ZIZAQU,10,
2010,JUN,veg,7,7C,C,TYPSPP,0.5,changed from TYPLAT to TYPSPP ck 23aug17
2010,JUN,veg,7,7X,X,BARE,8,
2010,JUN,veg,7,7X,X,ZIZAQU,20,
2010,JUN,veg,7,7X,X,PONCOR,10,
2010,JUN,veg,7,7X,X,PELVIR,95,includes 3 % dead ck 6sep16
2010,JUN,veg,8,8C,C,BARE,50,
2010,JUN,veg,8,8C,C,DET,1,
2010,JUN,veg,8,8C,C,TRASH,2,
2010,JUN,veg,8,8C,C,ZIZAQU,2,
2010,JUN,veg,8,8C,C,PELVIR,45,
2010,JUN,veg,8,8X,X,BARE,5,
2010,JUN,veg,8,8X,X,DET,0.5,
2010,JUN,veg,8,8X,X,ZIZAQU,10,
2010,JUN,veg,8,8X,X,PELVIR,85,
2010,JUN,veg,11,11C,C,BARE,99,
2010,JUN,veg,11,11C,C,DET,0.1,
2010,JUN,veg,11,11C,C,PONCOR,1,
2010,JUN,veg,11,11X,X,BARE,15,
2010,JUN,veg,11,11X,X,DET,25,
2010,JUN,veg,11,11X,X,PELVIR,1,
2010,JUN,veg,11,11X,X,ZIZAQU,60,includes 1 % dead ck 6sep16
2010,JUN,veg,11,11X,X,UNKOPP,0.1,
2010,JUN,veg,12,12C,C,BARE,85,
2010,JUN,veg,12,12C,C,DET,3,
2010,JUN,veg,12,12C,C,PONCOR,2,
2010,JUN,veg,12,12C,C,NUPADV,12,changed from NUPLUT to NUPADV based on Flora of VA
2010,JUN,veg,12,12X,X,BARE,20,
2010,JUN,veg,12,12X,X,DET,25,
2010,JUN,veg,12,12X,X,BIDFRO,1,
2010,JUN,veg,12,12X,X,PERSPP,3,
2010,JUN,veg,12,12X,X,PELVIR,2,
2010,JUN,veg,12,12X,X,ZIZAQU,50,
2010,AUG,veg,1,1C,C,BARE,100,
2010,AUG,veg,1,1C,C,DET,0.5,
2010,AUG,veg,1,1X,X,BARE,10,
2010,AUG,veg,1,1X,X,DET,10,
2010,AUG,veg,1,1X,X,PERPUN,2,
2010,AUG,veg,1,1X,X,PELVIR,2,
2010,AUG,veg,1,1X,X,ZIZAQU,45,includes 1 % dead ck 6sep16
2010,AUG,veg,1,1X,X,TYPLAT,60,
2010,AUG,veg,2,2C,C,BARE,100,
2010,AUG,veg,2,2C,C,DET,0.1,
2010,AUG,veg,2,2C,C,TRASH,0.1,
2010,AUG,veg,2,2X,X,BARE,96,
2010,AUG,veg,2,2X,X,DET,1,
2010,AUG,veg,2,2X,X,TRASH,0.1,
2010,AUG,veg,2,2X,X,ZIZAQU,1,
2010,AUG,veg,2,2X,X,PONCOR,2,
2010,AUG,veg,3,3C,C,BARE,98,
2010,AUG,veg,3,3C,C,DET,2,
2010,AUG,veg,3,3X,X,BARE,4,
2010,AUG,veg,3,3X,X,DET,8,
2010,AUG,veg,3,3X,X,TRASH,1,
2010,AUG,veg,3,3X,X,ZIZAQU,95,includes 5 % dead ck 6sep16
2010,AUG,veg,3,3X,X,PELVIR,0.5,
2010,AUG,veg,3,3X,X,PONCOR,0.1,
2010,AUG,veg,4,4C,C,BARE,100,
2010,AUG,veg,4,4C,C,DET,0.5,
2010,AUG,veg,4,4X,X,BARE,60,
2010,AUG,veg,4,4X,X,DET,2,
2010,AUG,veg,4,4X,X,TRASH,0.5,
2010,AUG,veg,4,4X,X,PONCOR,3,
2010,AUG,veg,4,4X,X,PERPUN,0.5,
2010,AUG,veg,4,4X,X,PELVIR,1,
2010,AUG,veg,4,4X,X,MURKEI,0.5,
2010,AUG,veg,4,4X,X,ZIZAQU,35,
2010,AUG,veg,7,7C,C,BARE,10,
2010,AUG,veg,7,7C,C,DET,2,
2010,AUG,veg,7,7C,C,TRASH,1,
2010,AUG,veg,7,7C,C,ZIZAQU,5,
2010,AUG,veg,7,7C,C,PELVIR,85,
2010,AUG,veg,7,7C,C,BIDLAE,4,
2010,AUG,veg,7,7X,X,BARE,20,
2010,AUG,veg,7,7X,X,DET,4,
2010,AUG,veg,7,7X,X,ZIZAQU,3,
2010,AUG,veg,7,7X,X,PELVIR,70,includes 5 % dead ck 6sep16
2010,AUG,veg,7,7X,X,PONCOR,5,
2010,AUG,veg,8,8C,C,BARE,40,
2010,AUG,veg,8,8C,C,DET,1,
2010,AUG,veg,8,8C,C,TRASH,0.1,
2010,AUG,veg,8,8C,C,ZIZAQU,3,
2010,AUG,veg,8,8C,C,PELVIR,60,includes 3 % dead ck 6sep16
2010,AUG,veg,8,8X,X,BARE,15,
2010,AUG,veg,8,8X,X,DET,3,
2010,AUG,veg,8,8X,X,TRASH,1,
2010,AUG,veg,8,8X,X,ZIZAQU,6,
2010,AUG,veg,8,8X,X,PELVIR,80,includes 4 % dead ck 6sep16
2010,AUG,veg,11,11C,C,BARE,100,
2010,AUG,veg,11,11X,X,DET,2,
2010,AUG,veg,11,11X,X,TRASH,1,
2010,AUG,veg,11,11X,X,ZIZAQU,100,includes 10 % dead ck 6sep16
2010,AUG,veg,11,11X,X,PELVIR,0.1,
2010,AUG,veg,12,12C,C,BARE,90,
2010,AUG,veg,12,12C,C,DET,1,
2010,AUG,veg,12,12C,C,NUPADV,10,changed from NUPLUT to NUPADV based on Flora of VA
2010,AUG,veg,12,12C,C,PERPUN,0.5,
2010,AUG,veg,12,12X,X,DET,3,
2010,AUG,veg,12,12X,X,ZIZAQU,100,includes 15 % dead ck 6sep16
2010,AUG,veg,12,12X,X,PELVIR,0.5,
2011,JUN,veg,1,1C,C,DET,1,
2011,JUN,veg,1,1C,C,BARE,99,
2011,JUN,veg,1,1X,X,BARE,3,
2011,JUN,veg,1,1X,X,DET,90,
2011,JUN,veg,1,1X,X,TRASH,1,
2011,JUN,veg,1,1X,X,PELVIR,5,
2011,JUN,veg,1,1X,X,TYPLAT,7,
2011,JUN,veg,1,1X,X,,,"1X COM: most of sampling plot = detritus; live TYPLAT outside of sampling plot; if separate out standing dead, dTYPLAT=6, DET=85; since clearly not produced this yr, kept as DET ck 3mar12"
2011,JUN,veg,2,2C,C,BARE,99,
2011,JUN,veg,2,2C,C,DET,0.5,
2011,JUN,veg,2,2C,C,PERPUN,0.5,
2011,JUN,veg,2,2X,X,DET,2,
2011,JUN,veg,2,2X,X,PONCOR,25,includes 0.1 % dead ck 6sep16
2011,JUN,veg,2,2X,X,ZIZAQU,8,
2011,JUN,veg,2,2X,X,PELVIR,2,
2011,JUN,veg,2,2X,X,BARE,65,"63 rounded to 65, nearest multiple of 5 ck 28feb12"
2011,JUN,veg,2,2X,X,,,2X COM: PONCOR measuring 1 ht per crown; PONCOR not grazed; ZIZAQU all grazed
2011,JUN,veg,3,3C,C,BARE,99,
2011,JUN,veg,3,3C,C,DET,0.5,
2011,JUN,veg,3,3C,C,TRASH,0.5,
2011,JUN,veg,3,3C,C,PELVIR,0.1,
2011,JUN,veg,3,3C,C,ZIZAQU,0.1,
2011,JUN,veg,3,3X,X,DET,2,
2011,JUN,veg,3,3X,X,TRASH,0.1,
2011,JUN,veg,3,3X,X,PELVIR,5,
2011,JUN,veg,3,3X,X,PONCOR,0.5,
2011,JUN,veg,3,3X,X,PERPUN,1,
2011,JUN,veg,3,3X,X,ZIZAQU,60,
2011,JUN,veg,3,3X,X,BIDSPP,0.1,
2011,JUN,veg,3,3X,X,BARE,30,
2011,JUN,veg,3,3X,X,,,3X COM: all of ZIZAQU grazed
2011,JUN,veg,4,,,,,"M4 COM: species cover = total, also noting dead "
2011,JUN,veg,4,4C,C,BARE,99,
2011,JUN,veg,4,4C,C,DET,0.5,
2011,JUN,veg,4,4C,C,PERPUN,0.1,
2011,JUN,veg,4,4X,X,DET,1,
2011,JUN,veg,4,4X,X,TRASH,0.1,
2011,JUN,veg,4,4X,X,ZIZAQU,6,
2011,JUN,veg,4,4X,X,PONCOR,15,includes 0.5 % dead ck 6sep16
2011,JUN,veg,4,4X,X,PERPUN,6,
2011,JUN,veg,4,4X,X,MURKEI,2,
2011,JUN,veg,4,4X,X,BARE,70,
2011,JUN,veg,4,4X,X,,,"4X COM: most of ZIZAQU nipped, looks like old herbivory (except now have Scott's photos showing goslings inside grazing not that long ago)"
2011,JUN,veg,7,7C,C,BARE,5,
2011,JUN,veg,7,7C,C,DET,1,
2011,JUN,veg,7,7C,C,TRASH,2,
2011,JUN,veg,7,7C,C,PELVIR,95,includes 1 % dead ck 6sep16
2011,JUN,veg,7,7C,C,ZIZAQU,0.1,
2011,JUN,veg,7,7X,X,DET,1,
2011,JUN,veg,7,7X,X,PELVIR,95,
2011,JUN,veg,7,7X,X,PONCOR,10,
2011,JUN,veg,7,7X,X,ZIZAQU,1,
2011,JUN,veg,7,7X,X,,,"7X COM: ZIZAQU all grazed, other spp not"
2011,JUN,veg,8,8C,C,BARE,31,
2011,JUN,veg,8,8C,C,DET,2,
2011,JUN,veg,8,8C,C,TRASH,1,
2011,JUN,veg,8,8C,C,PELVIR,65,
2011,JUN,veg,8,8C,C,PERPUN,0.1,
2011,JUN,veg,8,8C,C,JUNSPP,0.1,
2011,JUN,veg,8,8C,C,ZIZAQU,1,"8C COM: PELVIR ungrazed, 1 ZIZAQU in PELVIR, ungrazed"
2011,JUN,veg,8,8X,X,DET,2,
2011,JUN,veg,8,8X,X,PELVIR,100,includes 2 % dead ck 6sep16
2011,JUN,veg,8,8X,X,ZIZAQU,3,
2011,JUN,veg,8,8X,X,,,"8X COM: PELVIR not grazed; ZIZAQU grazed in open, ungrazed in PELVIR"
2011,JUN,veg,11,11C,C,BARE,99,
2011,JUN,veg,11,11C,C,DET,0.1,
2011,JUN,veg,11,11C,C,TRASH,0.5,
2011,JUN,veg,11,11X,X,BARE,10,
2011,JUN,veg,11,11X,X,DET,75,
2011,JUN,veg,11,11X,X,TRASH,1,
2011,JUN,veg,11,11X,X,ZIZAQU,35,
2011,JUN,veg,11,11X,X,PELVIR,0.5,
2011,JUN,veg,11,11X,X,PERPUN,0.1,
2011,JUN,veg,11,11X,X,,,"11X COM: ZIZAQU all grazed, but taller than at N end; PONCOR also grazed"
2011,JUN,veg,12,12C,C,BARE,55,
2011,JUN,veg,12,12C,C,TRASH,1,
2011,JUN,veg,12,12C,C,NUPADV,45,includes 1 % dead ck 6sep16; changed from NUPLUT to NUPADV based on Flora of VA
2011,JUN,veg,12,12C,C,PELVIR,0.1,
2011,JUN,veg,12,12C,C,,,12C COM: caterpillar browsing NUPHAR- photo
2011,JUN,veg,12,12X,X,BARE,3,
2011,JUN,veg,12,12X,X,DET,97,
2011,JUN,veg,12,12X,X,TRASH,2,
2011,JUN,veg,12,12X,X,PELVIR,2,
2011,JUN,veg,12,12X,X,PERSPP,3,
2011,JUN,veg,12,12X,X,ZIZAQU,4,
2011,JUN,veg,12,12X,X,NUPADV,3,changed from NUPLUT to NUPADV based on Flora of VA
2011,JUN,veg,12,12X,X,,,12X COM: ZIZAQU all browsed; PELVIR browsed; NUPHAR not browsed; PONCOR heavily browsed
2011,AUG,veg,1,1C,C,BARE,99,
2011,AUG,veg,1,1C,C,DET,1,
2011,AUG,veg,1,1X,X,BARE,55,
2011,AUG,veg,1,1X,X,DET,40,
2011,AUG,veg,1,1X,X,PELVIR,2,
2011,AUG,veg,1,1X,X,BIDSPP,0.5,
2011,AUG,veg,1,1X,X,,,1X COM: lots of dead typha
2011,AUG,veg,2,2C,C,BARE,100,
2011,AUG,veg,2,2C,C,DET,0.5,
2011,AUG,veg,2,2X,X,DET,2,
2011,AUG,veg,2,2X,X,PERPUN,3,
2011,AUG,veg,2,2X,X,MURKEI,1,
2011,AUG,veg,2,2X,X,PONCOR,95,includes 4 % dead ck 6sep16
2011,AUG,veg,3,3C,C,BARE,99,
2011,AUG,veg,3,3C,C,DET,0.1,
2011,AUG,veg,3,3C,C,TRASH,1,
2011,AUG,veg,3,3X,X,DET,3,
2011,AUG,veg,3,3X,X,PERPUN,3,includes 0.1 % dead ck 6sep16
2011,AUG,veg,3,3X,X,PELVIR,3,
2011,AUG,veg,3,3X,X,PONCOR,20,includes 1 % dead ck 6sep16
2011,AUG,veg,3,3X,X,BARE,70,
2011,AUG,veg,4,4C,C,BARE,92,
2011,AUG,veg,4,4C,C,DET,1,
2011,AUG,veg,4,4C,C,TRASH,0.1,
2011,AUG,veg,4,4C,C,WOOD,7,
2011,AUG,veg,4,4X,X,DET,5,
2011,AUG,veg,4,4X,X,PERPUN,8,
2011,AUG,veg,4,4X,X,ZIZAQU,1,
2011,AUG,veg,4,4X,X,PONCOR,60,includes 1 % dead ck 6sep16
2011,AUG,veg,7,7C,C,BARE,2,
2011,AUG,veg,7,7C,C,DET,0.1,
2011,AUG,veg,7,7C,C,PELVIR,95,includes 3 % dead ck 6sep16
2011,AUG,veg,7,7X,X,BARE,5,
2011,AUG,veg,7,7X,X,DET,1,
2011,AUG,veg,7,7X,X,PONCOR,10,includes 3 % dead ck 6sep16
2011,AUG,veg,7,7X,X,PELVIR,85,includes 3 % dead ck 6sep16
2011,AUG,veg,7,7X,X,,,7X COM: AMACAN not in plot
2011,AUG,veg,8,8C,C,BARE,25,
2011,AUG,veg,8,8C,C,DET,2,
2011,AUG,veg,8,8C,C,TRASH,0.5,
2011,AUG,veg,8,8C,C,WOOD,2,
2011,AUG,veg,8,8C,C,PELVIR,70,includes 3 % dead ck 6sep16
2011,AUG,veg,8,8X,X,BARE,8,
2011,AUG,veg,8,8X,X,DET,1,
2011,AUG,veg,8,8X,X,PELVIR,90,includes 6 % dead ck 6sep16
2011,AUG,veg,8,8X,X,ZIZAQU,1,
2011,AUG,veg,8,8X,X,,,8x COM: a couple of rice stalks w/in exclosure but not in plot
2011,AUG,veg,11,11C,C,BARE,100,
2011,AUG,veg,11,11C,C,DET,0.1,
2011,AUG,veg,11,11X,X,BARE,30,
2011,AUG,veg,11,11X,X,DET,2,
2011,AUG,veg,11,11X,X,TRASH,0.1,
2011,AUG,veg,11,11X,X,PERPUN,0.5,
2011,AUG,veg,11,11X,X,ZIZAQU,10,includes 1 % dead ck 6sep16
2011,AUG,veg,11,11X,X,PELVIR,2,
2011,AUG,veg,11,11X,X,PONCOR,55,includes 1 % dead ck 6sep16
2011,AUG,veg,12,12C,C,BARE,75,
2011,AUG,veg,12,12C,C,DET,1,
2011,AUG,veg,12,12C,C,TRASH,1,
2011,AUG,veg,12,12C,C,NUPADV,35,includes 3 % dead ck 6sep16; changed from NUPLUT to NUPADV based on Flora of VA
2011,AUG,veg,12,12C,C,,,12C COM: even NUPHAR has been browsed
2011,AUG,veg,12,12X,X,DET,1,
2011,AUG,veg,12,12X,X,TRASH,0.1,
2011,AUG,veg,12,12X,X,NUPADV,5,includes 2 % dead ck 6sep16; changed from NUPLUT to NUPADV based on Flora of VA
2011,AUG,veg,12,12X,X,PONCOR,5,includes 0.5 % dead ck 6sep16
2011,AUG,veg,12,12X,X,PELVIR,5,
2011,AUG,veg,12,12X,X,PERHYD,3,
2011,AUG,veg,12,12X,X,PERSPP,2,red thumb print
2011,AUG,veg,12,12X,X,PERPUN,25,
2011,AUG,veg,12,12X,X,BARE,50,
2012,JUN,veg,1,1C,C,BARE,100,
2012,JUN,veg,1,1C,C,DET,0.1,
2012,JUN,veg,1,1C,C,NUPADV,0.1,sdlng; changed from NUPLUT to NUPADV based on Flora of VA
2012,JUN,veg,1,1X,X,BARE,5,
2012,JUN,veg,1,1X,X,DET,4,"consists of 3 Typha dead not attached, 0.5 Typha dead attached, 0.5 other"
2012,JUN,veg,1,1X,X,TRASH,0.1,
2012,JUN,veg,1,1X,X,ZIZAQU,45,
2012,JUN,veg,1,1X,X,PONCOR,35,
2012,JUN,veg,1,1X,X,PELVIR,10,
2012,JUN,veg,1,1X,X,PERPUN,20,
2012,JUN,veg,1,1X,X,MURKEI,2,
2012,JUN,veg,1,1X,X,,,1X COM: elevational gradient rises away from gate
2012,JUN,veg,2,2C,C,BARE,99,
2012,JUN,veg,2,2C,C,DET,1,
2012,JUN,veg,2,2C,C,TRASH,0.1,
2012,JUN,veg,2,2X,X,BARE,1,
2012,JUN,veg,2,2X,X,DET,0.5,
2012,JUN,veg,2,2X,X,PONCOR,99,
2012,JUN,veg,2,2X,X,PERPUN,15,
2012,JUN,veg,2,2X,X,SCHTAB,0.5,"yes, based on aug12"
2012,JUN,veg,2,2X,X,,,"2X COM: PONCOR dense, some herbivory around edges"
2012,JUN,veg,3,3C,C,BARE,98,
2012,JUN,veg,3,3C,C,DET,0.5,
2012,JUN,veg,3,3C,C,TRASH,0.5,
2012,JUN,veg,3,3C,C,NUPADV,0.5,sdlng; changed from NUPLUT to NUPADV based on Flora of VA
2012,JUN,veg,3,3C,C,,,3C COM: 3 small NUPLUT sdlngs
2012,JUN,veg,3,3X,X,BARE,15,
2012,JUN,veg,3,3X,X,DET,1,
2012,JUN,veg,3,3X,X,TRASH,1,
2012,JUN,veg,3,3X,X,ZIZAQU,10,
2012,JUN,veg,3,3X,X,PONCOR,60,
2012,JUN,veg,3,3X,X,PERPUN,7,
2012,JUN,veg,3,3X,X,PELVIR,3,
2012,JUN,veg,3,3X,X,ECLPRO,1,"long, skinny leaves"
2012,JUN,veg,3,3X,X,ECHMUR,0.5,reviewed specimen from 3X 2012 on 24oct19
2012,JUN,veg,3,3X,X,LUDPEP,0.1,
2012,JUN,veg,3,3X,X,,,"3X COM: some herbivory of ZIZAQU near edges, not interior; elev gradient rises away from gate"
2012,JUN,veg,4,4C,C,BARE,98,
2012,JUN,veg,4,4C,C,DET,1,
2012,JUN,veg,4,4C,C,TRASH,0.5,
2012,JUN,veg,4,4C,C,NUPADV,0.1,changed from NUPLUT to NUPADV based on Flora of VA
2012,JUN,veg,4,4X,X,BARE,6,
2012,JUN,veg,4,4X,X,DET,1,
2012,JUN,veg,4,4X,X,TRASH,0.5,
2012,JUN,veg,4,4X,X,PONCOR,80,
2012,JUN,veg,4,4X,X,ZIZAQU,3,
2012,JUN,veg,4,4X,X,BIDFRO,0.5,
2012,JUN,veg,4,4X,X,PERPUN,9,
2012,JUN,veg,4,4X,X,BIDLAE,3,
2012,JUN,veg,4,4X,X,MURKEI,1,
2012,JUN,veg,4,4X,X,,,"4X COM: some ZIZAQU browsed, some unbrowsed"
2012,JUN,veg,7,7C,C,BARE,1,
2012,JUN,veg,7,7C,C,DET,1,
2012,JUN,veg,7,7C,C,PELVIR,99,
2012,JUN,veg,7,7X,X,BARE,1,
2012,JUN,veg,7,7X,X,DET,1,
2012,JUN,veg,7,7X,X,PELVIR,99,
2012,JUN,veg,7,7X,X,PONCOR,6,
2012,JUN,veg,7,7X,X,,,"7X COM: gradient rises away from gate, but also hump near gate"
2012,JUN,veg,8,8C,C,BARE,10,
2012,JUN,veg,8,8C,C,DET,2,
2012,JUN,veg,8,8C,C,TRASH,0.5,
2012,JUN,veg,8,8C,C,ZIZAQU,1,
2012,JUN,veg,8,8C,C,PELVIR,90,
2012,JUN,veg,8,8X,X,BARE,1,
2012,JUN,veg,8,8X,X,DET,1,
2012,JUN,veg,8,8X,X,PELVIR,99,
2012,JUN,veg,8,8X,X,ZIZAQU,2,
2012,JUN,veg,11,11C,C,BARE,97,
2012,JUN,veg,11,11C,C,DET,1,
2012,JUN,veg,11,11C,C,NUPADV,2,changed from NUPLUT to NUPADV based on Flora of VA
2012,JUN,veg,11,11C,C,,,"11C COM: adjac. NUPLUT, not rooted in, is being attacked by small beetles and larvae"
2012,JUN,veg,11,11X,X,DET,2,
2012,JUN,veg,11,11X,X,PONCOR,98,
2012,JUN,veg,11,11X,X,ZIZAQU,11,
2012,JUN,veg,11,11X,X,PERPUN,3,
2012,JUN,veg,11,11X,X,BIDFRO,0.5,
2012,JUN,veg,12,12C,C,BARE,15,
2012,JUN,veg,12,12C,C,DET,2,
2012,JUN,veg,12,12C,C,NUPADV,85,changed from NUPLUT to NUPADV based on Flora of VA
2012,JUN,veg,12,12C,C,PERPUN,0.5,
2012,JUN,veg,12,12X,X,DET,3,
2012,JUN,veg,12,12X,X,ZIZAQU,12,
2012,JUN,veg,12,12X,X,PONCOR,15,
2012,JUN,veg,12,12X,X,PELVIR,10,
2012,JUN,veg,12,12X,X,NUPADV,5,changed from NUPLUT to NUPADV based on Flora of VA
2012,JUN,veg,12,12X,X,PERPUN,95,"12X COM: 1% currently looks like POLHYD with red, zigzag stem"
2012,JUN,veg,12,12X,X,PERHYD,1,
2012,JUN,veg,3,3X,X,UNKOPP,0.1,"wider leaves, but may have been ECLPRO"
2012,AUG,veg,1,1C,C,BARE,100,
2012,AUG,veg,1,1C,C,DET,0.5,
2012,AUG,veg,1,1X,X,BARE,4,
2012,AUG,veg,1,1X,X,DET,9,
2012,AUG,veg,1,1X,X,PERPUN,55,
2012,AUG,veg,1,1X,X,PELVIR,7,
2012,AUG,veg,1,1X,X,PONCOR,25,
2012,AUG,veg,1,1X,X,ZIZAQU,3,
2012,AUG,veg,1,1X,X,ECHSPP,5,"purple fruits; can't locate any specimens from 1X, therefore going with spp"
2012,AUG,veg,1,1X,X,LEEORY,0.5,
